0	2.777777778	2.986666667	0
1	8.333333333	2.986666667	0
2	13.88888889	2.986666667	0
3	19.44444444	2.986666667	0
4	25	2.986666667	0
5	30.55555556	2.986666667	0
6	36.11111111	2.986666667	0
7	41.66666667	2.986666667	0
8	47.22222222	2.986666667	0
9	52.77777778	2.986666667	0
10	58.33333333	2.986666667	0
11	63.88888889	2.986666667	0
12	69.44444444	2.986666667	0
13	75	2.986666667	0
14	80.55555556	2.986666667	0
15	86.11111111	2.986666667	0
16	91.66666667	2.986666667	0
17	97.22222222	2.986666667	0
18	2.777777778	8.96	0
19	8.333333333	8.96	0
20	13.88888889	8.96	0
21	19.44444444	8.96	0
22	25	8.96	0
23	30.55555556	8.96	0
24	36.11111111	8.96	0
25	41.66666667	8.96	0
26	47.22222222	8.96	0
27	52.77777778	8.96	0
28	58.33333333	8.96	0
29	63.88888889	8.96	0
30	69.44444444	8.96	0
31	75	8.96	0
32	80.55555556	8.96	0
33	86.11111111	8.96	0
34	91.66666667	8.96	0
35	97.22222222	8.96	0
36	2.777777778	14.93333333	0
37	8.333333333	14.93333333	0
38	13.88888889	14.93333333	0
39	19.44444444	14.93333333	0
40	25	14.93333333	0
41	30.55555556	14.93333333	0
42	36.11111111	14.93333333	0
43	41.66666667	14.93333333	0
44	47.22222222	14.93333333	0
45	52.77777778	14.93333333	0
46	58.33333333	14.93333333	0
47	63.88888889	14.93333333	0
48	69.44444444	14.93333333	0
49	75	14.93333333	0
50	80.55555556	14.93333333	0
51	86.11111111	14.93333333	0
52	91.66666667	14.93333333	0
53	97.22222222	14.93333333	0
54	2.777777778	20.90666667	0
55	8.333333333	20.90666667	0
56	13.88888889	20.90666667	0
57	19.44444444	20.90666667	0
58	25	20.90666667	0
59	30.55555556	20.90666667	0
60	36.11111111	20.90666667	0
61	41.66666667	20.90666667	0
62	47.22222222	20.90666667	0
63	52.77777778	20.90666667	0
64	58.33333333	20.90666667	0
65	63.88888889	20.90666667	0
66	69.44444444	20.90666667	0
67	75	20.90666667	0
68	80.55555556	20.90666667	0
69	86.11111111	20.90666667	0
70	91.66666667	20.90666667	0
71	97.22222222	20.90666667	0
72	2.777777778	26.88	0
73	8.333333333	26.88	0
74	13.88888889	26.88	0
75	19.44444444	26.88	0
76	25	26.88	0
77	30.55555556	26.88	0
78	36.11111111	26.88	0
79	41.66666667	26.88	0
80	47.22222222	26.88	0
81	52.77777778	26.88	0
82	58.33333333	26.88	0
83	63.88888889	26.88	0
84	69.44444444	26.88	0
85	75	26.88	0
86	80.55555556	26.88	0
87	86.11111111	26.88	0
88	91.66666667	26.88	0
89	97.22222222	26.88	0
90	2.777777778	32.85333333	0
91	8.333333333	32.85333333	0
92	13.88888889	32.85333333	0
93	19.44444444	32.85333333	0
94	25	32.85333333	0
95	30.55555556	32.85333333	0
96	36.11111111	32.85333333	0
97	41.66666667	32.85333333	0
98	47.22222222	32.85333333	0
99	52.77777778	32.85333333	0
100	58.33333333	32.85333333	0
101	63.88888889	32.85333333	0
102	69.44444444	32.85333333	0
103	75	32.85333333	0
104	80.55555556	32.85333333	0
105	86.11111111	32.85333333	0
106	91.66666667	32.85333333	0
107	97.22222222	32.85333333	0
108	2.777777778	38.82666667	0
109	8.333333333	38.82666667	0
110	13.88888889	38.82666667	0
111	19.44444444	38.82666667	0
112	25	38.82666667	0
113	30.55555556	38.82666667	0
114	36.11111111	38.82666667	0
115	41.66666667	38.82666667	0
116	47.22222222	38.82666667	0
117	52.77777778	38.82666667	0
118	58.33333333	38.82666667	0
119	63.88888889	38.82666667	0
120	69.44444444	38.82666667	0
121	75	38.82666667	0
122	80.55555556	38.82666667	0
123	86.11111111	38.82666667	0
124	91.66666667	38.82666667	0
125	97.22222222	38.82666667	0
126	2.777777778	44.8	0
127	8.333333333	44.8	0
128	13.88888889	44.8	0
129	19.44444444	44.8	0
130	25	44.8	0
131	30.55555556	44.8	0
132	36.11111111	44.8	0
133	41.66666667	44.8	0
134	47.22222222	44.8	0
135	52.77777778	44.8	0
136	58.33333333	44.8	0
137	63.88888889	44.8	0
138	69.44444444	44.8	0
139	75	44.8	0
140	80.55555556	44.8	0
141	86.11111111	44.8	0
142	91.66666667	44.8	0
143	97.22222222	44.8	0
144	2.777777778	50.77333333	0
145	8.333333333	50.77333333	0
146	13.88888889	50.77333333	0
147	19.44444444	50.77333333	0
148	25	50.77333333	0
149	30.55555556	50.77333333	0
150	36.11111111	50.77333333	0
151	41.66666667	50.77333333	0
152	47.22222222	50.77333333	0
153	52.77777778	50.77333333	0
154	58.33333333	50.77333333	0
155	63.88888889	50.77333333	0
156	69.44444444	50.77333333	0
157	75	50.77333333	0
158	80.55555556	50.77333333	0
159	86.11111111	50.77333333	0
160	91.66666667	50.77333333	0
161	97.22222222	50.77333333	0
162	2.777777778	56.74666667	0
163	8.333333333	56.74666667	0
164	13.88888889	56.74666667	0
165	19.44444444	56.74666667	0
166	25	56.74666667	0
167	30.55555556	56.74666667	0
168	36.11111111	56.74666667	0
169	41.66666667	56.74666667	0
170	47.22222222	56.74666667	0
