0	0	0	0
1	3	0	0
2	6	0	0
3	9	0	0
4	12	0	0
5	15	0	0
6	18	0	0
7	21	0	0
8	24	0	0
9	27	0	0
10	30	0	0
11	33	0	0
12	36	0	0
13	0	3	0
14	3	3	0
15	6	3	0
16	9	3	0
17	12	3	0
18	15	3	0
19	18	3	0
20	21	3	0
21	24	3	0
22	27	3	0
23	30	3	0
24	33	3	0
25	36	3	0
26	0	6	0
27	3	6	0
28	6	6	0
29	9	6	0
30	12	6	0
31	15	6	0
32	18	6	0
33	21	6	0
34	24	6	0
35	27	6	0
36	30	6	0
37	33	6	0
38	36	6	0
39	0	9	0
40	3	9	0
41	6	9	0
42	9	9	0
43	12	9	0
44	15	9	0
45	18	9	0
46	21	9	0
47	24	9	0
48	27	9	0
49	30	9	0
50	33	9	0
51	36	9	0
52	0	12	0
53	3	12	0
54	6	12	0
55	9	12	0
56	12	12	0
57	15	12	0
58	18	12	0
59	21	12	0
60	24	12	0
61	27	12	0
62	30	12	0
63	33	12	0
64	36	12	0
65	0	15	0
66	3	15	0
67	6	15	0
68	9	15	0
69	12	15	0
70	15	15	0
71	18	15	0
72	21	15	0
73	24	15	0
74	27	15	0
75	30	15	0
76	33	15	0
77	36	15	0
78	0	18	0
79	3	18	0
80	6	18	0
81	9	18	0
82	12	18	0
83	15	18	0
84	18	18	0
85	21	18	0
86	24	18	0
87	27	18	0
88	30	18	0
89	33	18	0
90	36	18	0
91	0	21	0
92	3	21	0
93	6	21	0
94	9	21	0
95	12	21	0
96	15	21	0
97	18	21	0
98	21	21	0
99	24	21	0
100	27	21	0
101	30	21	0
102	33	21	0
103	36	21	0
104	0	24	0
105	3	24	0
106	6	24	0
107	9	24	0
108	12	24	0
109	15	24	0
110	18	24	0
111	21	24	0
112	24	24	0
113	27	24	0
114	30	24	0
115	33	24	0
116	36	24	0
117	0	27	0
118	3	27	0
119	6	27	0
120	9	27	0
121	12	27	0
122	15	27	0
123	18	27	0
124	21	27	0
125	24	27	0
126	27	27	0
127	30	27	0
128	33	27	0
129	36	27	0
